id, Race , Party ,Sex, Age  ,house district, Trial     , LettersSent , 2008_11_04       , 2010_11_02       , 2012_11_06       , 2014_11_04       , 2016_11_08        , 2018_11_06       
7922, B    , UNA   , F      ,30,2, TREATMENT ,3, NOT REGISTERED   , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , DID NOT VOTE      , IN-PERSON        
7923, B    , DEM   , F      ,36,2, TREATMENT ,3, DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE      , IN-PERSON        
7924, U    , DEM   , F      ,41,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
7925, B    , UNA   , F      ,26,2, TREATMENT ,3, NOT REGISTERED   , IN-PERSON        , IN-PERSON        , DID NOT VOTE     , DID NOT VOTE      , IN-PERSON        
7926, B    , DEM   , F      ,30,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , DID NOT VOTE     
7927, B    , DEM   , F      ,51,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
7928, B    , DEM   , F      ,31,2, TREATMENT ,3, IN-PERSON        , IN-PERSON        , IN-PERSON        , DID NOT VOTE     , DID NOT VOTE      , DID NOT VOTE     
7929, B    , DEM   , F      ,66,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , ABSENTEE ONESTOP , DID NOT VOTE      , DID NOT VOTE     
7930, B    , DEM   , F      ,29,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , DID NOT VOTE      , DID NOT VOTE     
7931, U    , DEM   , U      ,74,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
7932, B    , DEM   , F      ,35,2, TREATMENT ,3, IN-PERSON        , IN-PERSON        , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
7933, U    , DEM   , F      ,28,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
7934, B    , DEM   , F      ,37,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , DID NOT VOTE     
7935, B    , DEM   , F      ,43,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , ABSENTEE ONESTOP  , DID NOT VOTE     
7936, B    , DEM   , F      ,44,2, TREATMENT ,3, ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
7937, B    , DEM   , F      ,24,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , DID NOT VOTE     , DID NOT VOTE      , IN-PERSON        
7938, U    , DEM   , F      ,33,2, TREATMENT ,3, IN-PERSON        , IN-PERSON        , IN-PERSON        , DID NOT VOTE     , DID NOT VOTE      , DID NOT VOTE     
7939, U    , UNA   , F      ,34,2, TREATMENT ,3, PROVISIONAL      , DID NOT VOTE     , ABSENTEE BY MAIL , DID NOT VOTE     , DID NOT VOTE      , DID NOT VOTE     
7940, B    , DEM   , F      ,20,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP  , IN-PERSON        
7941, W    , DEM   , F      ,73,2, TREATMENT ,3, NOT REGISTERED   , DID NOT VOTE     , DID NOT VOTE     , IN-PERSON        , ABSENTEE ONESTOP  , IN-PERSON        
7942, W    , DEM   , F      ,33,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
7943, B    , UNA   , F      ,44,2, TREATMENT ,3, DID NOT VOTE     , DID NOT VOTE     , ABSENTEE BY MAIL , DID NOT VOTE     , DID NOT VOTE      , DID NOT VOTE     
7944, B    , DEM   , F      ,79,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , IN-PERSON        
7945, B    , DEM   , F      ,29,2, TREATMENT ,3, DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
7946, B    , DEM   , F      ,31,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
7947, B    , DEM   , F      ,31,2, TREATMENT ,3, DID NOT VOTE     , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , DID NOT VOTE      , DID NOT VOTE     
7948, B    , DEM   , F      ,40,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
7949, B    , UNA   , F      ,58,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
7950, O    , DEM   , F      ,47,2, TREATMENT ,3, DID NOT VOTE     , DID NOT VOTE     , IN-PERSON        , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , IN-PERSON        
7951, B    , DEM   , F      ,49,2, TREATMENT ,3, IN-PERSON        , IN-PERSON        , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
7952, B    , DEM   , U      ,40,2, TREATMENT ,3, ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
7953, B    , DEM   , F      ,31,2, TREATMENT ,3, NOT REGISTERED   , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , DID NOT VOTE      , DID NOT VOTE     
7954, B    , DEM   , F      ,37,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , DID NOT VOTE     
7955, B    , DEM   , F      ,93,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , DID NOT VOTE      , DID NOT VOTE     
7956, W    , DEM   , F      ,47,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , ABSENTEE ONESTOP  , IN-PERSON        
7957, W    , DEM   , F      ,70,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , DID NOT VOTE     , IN-PERSON         , DID NOT VOTE     
7958, W    , DEM   , F      ,93,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , DID NOT VOTE     
7959, B    , DEM   , F      ,66,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
7960, W    , DEM   , F      ,48,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , ABSENTEE BY MAIL  , ABSENTEE BY MAIL 
7961, W    , DEM   , F      ,43,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP  , DID NOT VOTE     
7962, B    , UNA   , F      ,31,2, TREATMENT ,3, DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , DID NOT VOTE      , DID NOT VOTE     
7963, B    , UNA   , F      ,29,2, TREATMENT ,3, NOT REGISTERED   , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , DID NOT VOTE      , DID NOT VOTE     
7964, B    , DEM   , F      ,59,2, TREATMENT ,3, DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , DID NOT VOTE      , DID NOT VOTE     
7965, B    , UNA   , F      ,40,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
7966, B    , DEM   , F      ,49,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
7967, B    , DEM   , F      ,74,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
7968, B    , DEM   , F      ,35,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , ABSENTEE ONESTOP  , IN-PERSON        
7969, B    , DEM   , F      ,49,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
7970, B    , DEM   , F      ,32,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
7971, U    , DEM   , F      ,77,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP  , IN-PERSON        
7972, B    , DEM   , F      ,70,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , DID NOT VOTE      , IN-PERSON        
7973, B    , DEM   , F      ,46,2, TREATMENT ,3, IN-PERSON        , IN-PERSON        , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
7974, B    , DEM   , F      ,53,2, TREATMENT ,3, DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
7975, W    , DEM   , F      ,29,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
7976, B    , DEM   , F      ,76,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
7977, B    , DEM   , F      ,48,2, TREATMENT ,3, ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
7978, W    , DEM   , F      ,19,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED    , ABSENTEE ONESTOP 
7979, B    , DEM   , F      ,28,2, TREATMENT ,3, NOT REGISTERED   , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , DID NOT VOTE      , IN-PERSON        
7980, U    , UNA   , F      ,40,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , DID NOT VOTE     
7981, B    , DEM   , F      ,45,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED    , ABSENTEE ONESTOP 
7982, W    , DEM   , F      ,41,2, TREATMENT ,3, ABSENTEE ONESTOP , ABSENTEE ONESTOP , DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
7983, B    , DEM   , F      ,44,2, TREATMENT ,3, DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , DID NOT VOTE      , DID NOT VOTE     
7984, W    , DEM   , F      ,69,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE BY MAIL  , ABSENTEE ONESTOP 
7985, W    , UNA   , F      ,38,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
7986, O    , DEM   , F      ,41,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
7987, B    , DEM   , F      ,55,2, TREATMENT ,3, DID NOT VOTE     , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , DID NOT VOTE      , DID NOT VOTE     
7988, B    , DEM   , F      ,40,2, TREATMENT ,3, ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
7989, A    , DEM   , F      ,61,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE      , DID NOT VOTE     
7990, U    , UNA   , F      ,30,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
7991, W    , DEM   , F      ,45,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
7992, A    , DEM   , F      ,45,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
7993, W    , DEM   , F      ,61,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , DID NOT VOTE     , ABSENTEE BY MAIL  , ABSENTEE BY MAIL 
7994, M    , UNA   , F      ,30,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
7995, U    , DEM   , F      ,27,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , IN-PERSON        , IN-PERSON         , IN-PERSON        
7996, W    , DEM   , F      ,39,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , IN-PERSON         , IN-PERSON        
7997, W    , DEM   , F      ,68,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
7998, B    , UNA   , F      ,48,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , IN-PERSON        
7999, W    , DEM   , F      ,77,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , IN-PERSON        , IN-PERSON         , DID NOT VOTE     
8000, O    , DEM   , F      ,60,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , IN-PERSON         , IN-PERSON        
8001, B    , UNA   , F      ,53,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE      , IN-PERSON        
8002, W    , DEM   , F      ,26,2, TREATMENT ,3, NOT REGISTERED   , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
8003, W    , DEM   , F      ,34,2, TREATMENT ,3, DID NOT VOTE     , DID NOT VOTE     , PROVISIONAL      , DID NOT VOTE     , IN-PERSON         , DID NOT VOTE     
8004, W    , DEM   , F      ,88,2, TREATMENT ,3, ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
8005, W    , DEM   , F      ,39,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , IN-PERSON        
8006, W    , DEM   , F      ,42,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
8007, W    , DEM   , F      ,65,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , ABSENTEE ONESTOP , DID NOT VOTE      , IN-PERSON        
8008, W    , DEM   , F      ,52,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
8009, W    , DEM   , F      ,40,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE BY MAIL 
8010, W    , DEM   , F      ,90,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , DID NOT VOTE      , DID NOT VOTE     
8011, W    , DEM   , F      ,61,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , IN-PERSON        , ABSENTEE BY MAIL  , ABSENTEE ONESTOP 
8012, O    , UNA   , F      ,28,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
8013, W    , DEM   , F      ,38,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , IN-PERSON        , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
8014, B    , UNA   , F      ,36,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
8015, W    , DEM   , F      ,43,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
8016, O    , DEM   , F      ,61,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON         , DID NOT VOTE     
8017, W    , UNA   , F      ,27,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
8018, W    , UNA   , F      ,50,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , DID NOT VOTE     
8019, W    , DEM   , F      ,36,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , ABSENTEE ONESTOP  , IN-PERSON        
8020, W    , DEM   , F      ,67,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , IN-PERSON        , IN-PERSON         , IN-PERSON        
8021, B    , DEM   , F      ,41,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
8022, W    , DEM   , F      ,68,2, TREATMENT ,3, DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON         , DID NOT VOTE     
8023, W    , DEM   , F      ,43,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED    , DID NOT VOTE     
8024, U    , DEM   , F      ,44,2, TREATMENT ,3, DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
8025, W    , DEM   , F      ,28,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON         , ABSENTEE ONESTOP 
8026, W    , DEM   , F      ,35,2, TREATMENT ,3, NOT REGISTERED   , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
8027, W    , DEM   , F      ,33,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , IN-PERSON         , DID NOT VOTE     
8028, B    , UNA   , F      ,41,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE BY MAIL  , DID NOT VOTE     
8029, O    , DEM   , F      ,36,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , DID NOT VOTE     , DID NOT VOTE     , IN-PERSON         , DID NOT VOTE     
8030, W    , DEM   , F      ,54,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
8031, W    , DEM   , F      ,30,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
8032, W    , UNA   , F      ,29,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , IN-PERSON         , IN-PERSON        
8033, W    , DEM   , F      ,39,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , DID NOT VOTE      , DID NOT VOTE     
8034, B    , DEM   , F      ,31,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , DID NOT VOTE     , DID NOT VOTE      , DID NOT VOTE     
8035, W    , DEM   , F      ,43,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
8036, W    , DEM   , F      ,49,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
8037, B    , UNA   , F      ,38,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
8038, W    , UNA   , F      ,19,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED    , ABSENTEE BY MAIL 
8039, W    , DEM   , F      ,37,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP , IN-PERSON        , IN-PERSON         , DID NOT VOTE     
8040, U    , DEM   , U      ,29,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
8041, W    , DEM   , F      ,71,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE      , DID NOT VOTE     
8042, W    , DEM   , F      ,51,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
8043, B    , DEM   , F      ,92,2, TREATMENT ,3, NOT REGISTERED   , DID NOT VOTE     , IN-PERSON        , DID NOT VOTE     , IN-PERSON         , IN-PERSON        
8044, O    , UNA   , U      ,39,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
8045, B    , DEM   , F      ,54,2, TREATMENT ,3, ABSENTEE ONESTOP , IN-PERSON        , IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
8046, W    , DEM   , F      ,66,2, TREATMENT ,3, DID NOT VOTE     , DID NOT VOTE     , IN-PERSON        , IN-PERSON        , IN-PERSON         , ABSENTEE ONESTOP 
8047, U    , DEM   , F      ,48,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
8048, A    , DEM   , F      ,41,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , IN-PERSON        , DID NOT VOTE     , DID NOT VOTE      , DID NOT VOTE     
8049, W    , DEM   , F      ,39,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED   , NOT REGISTERED    , IN-PERSON        
8050, B    , DEM   , F      ,42,2, TREATMENT ,3, NOT REGISTERED   , IN-PERSON        , ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP  , IN-PERSON        
8051, W    , DEM   , F      ,42,2, TREATMENT ,3, DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP  , DID NOT VOTE     
8052, B    , DEM   , F      ,32,2, TREATMENT ,3, ABSENTEE ONESTOP , DID NOT VOTE     , ABSENTEE ONESTOP , DID NOT VOTE     , DID NOT VOTE      , DID NOT VOTE     
8053, B    , DEM   , F      ,46,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP , ABSENTEE ONESTOP , DID NOT VOTE      , ABSENTEE ONESTOP 
8054, B    , DEM   , F      ,48,2, TREATMENT ,3, DID NOT VOTE     , DID NOT VOTE     , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
8055, W    , DEM   , F      ,30,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE     , DID NOT VOTE      , DID NOT VOTE     
8056, B    , DEM   , F      ,71,2, TREATMENT ,3, NOT REGISTERED   , NOT REGISTERED   , ABSENTEE ONESTOP , ABSENTEE ONESTOP , ABSENTEE ONESTOP  , ABSENTEE ONESTOP 
8057, B    , DEM   , F      ,43,2, TREATMENT ,3, IN-PERSON        , DID NOT VOTE     , ABSENTEE ONESTOP , ABSENTEE ONESTOP , DID NOT VOTE      , ABSENTEE ONESTOP 
